	MPP3_Ebf1_KO1	MPP3_Ebf1_KO2	MPP3_Ebf1_KO3	MPP3_Ebf1_KO4	MPP3_Ebf1_WT1	MPP3_Ebf1_WT2	MPP3_Ebf1_WT3	MPP3_Ebf1_WT4
ENSMUSG00000081067.1	2	2	2	4	0	0	2	0
ENSMUSG00000081068.1	8	2	5	2	2	1	3	3
ENSMUSG00000081069.1	0	0	0	0	0	0	0	0
ENSMUSG00000081070.1	16	15	25	15	16	13	29	22
ENSMUSG00000081071.1	16	6	14	9	5	6	12	10
ENSMUSG00000081072.1	0	0	0	0	0	0	0	0
ENSMUSG00000081073.1	0	0	0	0	0	0	0	0
ENSMUSG00000081076.3	5	11	13	11	15	11	12	7
ENSMUSG00000081077.1	0	0	0	1	0	0	2	0
ENSMUSG00000081078.1	22	12	17	17	20	11	16	35
ENSMUSG00000081079.1	0	0	0	0	0	0	0	0
ENSMUSG00000081080.1	0	0	0	0	0	0	0	0
ENSMUSG00000081081.1	0	0	0	0	0	0	0	0
ENSMUSG00000081082.1	0	0	0	0	0	0	0	0
ENSMUSG00000081083.1	0	0	0	0	0	0	0	0
ENSMUSG00000081084.1	0	0	0	0	0	0	0	1
ENSMUSG00000081085.1	0	0	0	0	0	0	0	0
ENSMUSG00000081086.1	0	0	0	0	1	0	0	0
ENSMUSG00000081087.1	166	137	122	94	104	66	151	135
ENSMUSG00000081088.1	0	0	0	0	0	0	0	0
ENSMUSG00000081089.1	0	0	0	0	0	0	0	0
ENSMUSG00000081092.1	0	0	0	0	0	0	0	0
ENSMUSG00000081093.1	2	2	4	6	1	4	4	6
ENSMUSG00000081094.3	5503	4618	5339	5053	4893	2810	5244	5059
ENSMUSG00000081095.2	0	0	0	0	0	0	0	0
ENSMUSG00000081096.1	0	0	2	0	0	0	0	0
ENSMUSG00000081097.1	0	0	0	0	0	0	0	0
ENSMUSG00000081098.1	0	0	0	0	0	0	0	0
ENSMUSG00000081099.2	1	1	0	1	1	0	0	1
ENSMUSG00000081100.1	4	2	4	9	1	0	3	4
ENSMUSG00000081101.1	0	0	1	0	0	0	0	0
ENSMUSG00000081103.1	1	4	0	18	9	2	25	1
ENSMUSG00000081104.1	1	1	4	3	2	1	0	0
ENSMUSG00000081106.1	0	0	0	0	0	0	0	0
ENSMUSG00000081107.1	0	0	0	0	0	0	0	0
ENSMUSG00000081108.4	0	0	0	0	0	0	0	0
ENSMUSG00000081110.1	0	0	0	0	0	0	0	0
ENSMUSG00000081111.3	140	112	130	153	98	100	153	159
ENSMUSG00000081112.1	0	0	0	0	0	0	0	0
ENSMUSG00000081113.1	38	32	28	43	33	22	53	23
ENSMUSG00000081114.1	0	0	0	0	0	0	0	0
ENSMUSG00000081115.1	0	0	0	0	0	0	0	0
ENSMUSG00000081116.1	0	0	0	0	0	0	0	0
ENSMUSG00000081117.1	0	0	0	0	0	0	0	0
ENSMUSG00000081118.1	4	2	3	1	0	1	0	0
ENSMUSG00000081119.1	0	0	0	0	0	0	0	0
ENSMUSG00000081120.1	0	0	0	0	0	1	0	1
ENSMUSG00000081121.1	7	12	11	8	6	6	22	11
ENSMUSG00000081122.1	0	0	0	0	0	0	0	0
ENSMUSG00000081123.1	1	0	1	1	0	0	0	0
ENSMUSG00000081124.1	0	0	0	1	1	0	0	0
ENSMUSG00000081125.3	1	0	0	0	0	0	0	1
ENSMUSG00000081126.1	1	1	1	3	4	0	3	3
ENSMUSG00000081127.1	0	0	0	0	0	0	0	0
ENSMUSG00000081128.1	28	12	20	18	17	22	34	24
ENSMUSG00000081129.1	0	0	0	0	0	0	0	0
ENSMUSG00000081130.1	0	0	0	0	0	0	0	0
ENSMUSG00000081131.1	0	0	0	0	0	0	0	0
ENSMUSG00000081132.1	0	0	0	1	0	0	0	0
ENSMUSG00000081133.2	0	0	0	0	0	0	0	0
ENSMUSG00000081134.1	0	0	0	0	0	0	0	0
ENSMUSG00000081135.1	0	0	0	0	0	0	0	0
ENSMUSG00000081136.1	0	0	0	0	0	0	0	0
ENSMUSG00000081137.3	40	24	85	73	60	18	57	102
ENSMUSG00000081138.1	0	0	0	0	0	0	0	0
ENSMUSG00000081139.1	10	0	0	10	2	4	29	1
ENSMUSG00000081141.1	0	0	0	0	0	0	0	0
ENSMUSG00000081142.1	4	0	1	6	0	0	4	9
ENSMUSG00000081143.2	0	2	0	0	2	0	0	5
ENSMUSG00000081144.1	0	0	0	0	0	0	0	0
ENSMUSG00000081145.2	0	0	6	0	0	0	0	0
ENSMUSG00000081146.1	0	0	0	0	0	0	0	0
ENSMUSG00000081147.1	0	0	0	0	0	0	0	0
ENSMUSG00000081148.1	0	0	0	0	0	0	0	0
ENSMUSG00000081150.1	0	0	0	0	0	0	0	0
ENSMUSG00000081151.1	2	3	1	2	1	0	1	4
ENSMUSG00000081152.1	3	7	4	7	6	5	12	7
ENSMUSG00000081153.1	1	2	1	2	2	3	1	3
ENSMUSG00000081154.1	0	0	0	0	0	0	0	0
ENSMUSG00000081155.1	0	0	0	0	0	0	0	0
ENSMUSG00000081156.1	1	0	2	13	4	7	12	0
ENSMUSG00000081157.1	19	11	15	11	12	11	21	24
ENSMUSG00000081158.1	0	0	0	0	0	0	0	0
ENSMUSG00000081159.1	6	7	9	5	2	3	5	4
ENSMUSG00000081160.1	0	0	0	0	0	1	0	0
ENSMUSG00000081161.1	0	0	0	3	0	0	0	0
ENSMUSG00000081162.2	0	0	0	0	0	0	0	0
ENSMUSG00000081163.1	0	0	0	0	0	0	0	0
ENSMUSG00000081164.1	7	9	6	4	3	5	9	9
ENSMUSG00000081165.1	0	0	1	0	0	0	0	0
ENSMUSG00000081166.1	0	0	0	0	0	0	0	0
ENSMUSG00000081167.1	0	0	3	1	1	1	2	0
ENSMUSG00000081168.1	0	1	0	0	0	0	1	0
ENSMUSG00000081169.1	0	0	0	0	0	0	0	0
ENSMUSG00000081170.1	15	11	9	11	7	8	10	3
ENSMUSG00000081171.1	0	0	0	0	0	0	0	0
ENSMUSG00000081172.1	0	0	0	0	0	0	0	0
ENSMUSG00000081173.1	0	0	0	1	0	0	0	0
ENSMUSG00000081174.1	0	0	0	0	0	0	0	0
ENSMUSG00000081175.3	0	0	0	0	0	0	0	0
ENSMUSG00000081176.1	37	26	24	30	15	25	38	34
ENSMUSG00000081177.1	0	0	0	0	0	0	0	0
ENSMUSG00000081179.1	17	6	8	9	1	7	8	30
ENSMUSG00000081180.1	0	0	0	0	1	0	0	0
ENSMUSG00000081181.1	0	0	0	0	0	0	0	0
ENSMUSG00000081182.2	0	0	0	0	0	0	0	0
ENSMUSG00000081183.1	0	0	0	0	0	0	0	0
ENSMUSG00000081184.1	0	0	0	0	0	0	0	0
ENSMUSG00000081185.1	1	3	1	6	2	2	5	0
ENSMUSG00000081186.1	0	0	0	0	0	0	0	0
ENSMUSG00000081187.1	23	4	0	0	0	1	8	0
ENSMUSG00000081188.1	0	14	3	11	38	14	15	4
ENSMUSG00000081189.1	0	1	0	1	0	0	0	0
ENSMUSG00000081191.1	0	0	0	0	0	0	0	0
ENSMUSG00000081194.1	0	0	0	0	0	0	0	0
ENSMUSG00000081195.2	0	0	0	0	0	0	0	0
ENSMUSG00000081196.1	0	0	0	0	0	2	0	3
ENSMUSG00000081197.1	0	0	0	0	0	0	0	0
ENSMUSG00000081199.3	0	0	0	0	0	0	0	0
ENSMUSG00000081200.1	0	0	0	0	0	0	0	0
ENSMUSG00000081201.1	1	0	2	0	2	0	1	3
ENSMUSG00000081202.1	0	0	0	0	0	0	0	0
ENSMUSG00000081205.4	1	2	0	1	1	0	0	0
ENSMUSG00000081206.1	0	0	0	3	0	0	0	0
ENSMUSG00000081207.4	0	0	0	0	0	0	0	0
ENSMUSG00000081208.1	54	16	60	66	75	5	121	34
ENSMUSG00000081209.1	0	0	0	0	0	0	0	0
ENSMUSG00000081210.1	6	5	9	12	5	4	8	7
ENSMUSG00000081211.1	0	0	0	0	0	0	0	0
ENSMUSG00000081212.1	0	0	0	0	0	0	0	0
ENSMUSG00000081214.3	740	443	507	410	428	269	592	548
ENSMUSG00000081215.1	0	0	0	0	0	0	0	0
ENSMUSG00000081216.3	0	0	0	0	0	0	0	0
ENSMUSG00000081217.1	0	0	0	0	0	0	0	0
ENSMUSG00000081218.1	0	0	0	0	0	0	0	0
ENSMUSG00000081219.1	125	121	209	133	119	56	150	148
ENSMUSG00000081220.2	0	0	0	0	0	0	0	0
ENSMUSG00000081221.4	35	22	15	30	14	14	26	16
ENSMUSG00000081222.1	0	0	0	0	0	0	0	0
ENSMUSG00000081223.1	16	19	23	19	20	29	10	14
ENSMUSG00000081224.1	0	0	0	0	0	0	0	0
ENSMUSG00000081225.3	0	0	0	0	0	0	0	0
ENSMUSG00000081226.1	4	4	2	2	3	2	5	2
ENSMUSG00000081227.1	1	0	3	0	0	2	0	1
ENSMUSG00000081228.1	204	135	111	137	102	95	150	162
ENSMUSG00000081229.1	0	0	0	0	0	0	0	0
ENSMUSG00000081230.1	0	0	0	0	0	0	0	0
ENSMUSG00000081231.1	0	0	2	0	0	0	0	0
ENSMUSG00000081232.3	0	0	0	1	0	0	0	0
ENSMUSG00000081233.1	0	1	0	0	3	0	0	0
ENSMUSG00000081234.1	0	0	0	0	0	0	0	0
ENSMUSG00000081235.1	0	0	0	0	0	0	0	0
ENSMUSG00000081236.1	0	0	4	0	0	0	0	0
ENSMUSG00000081237.3	0	0	0	0	0	0	0	0
ENSMUSG00000081238.3	0	0	0	3	0	0	0	0
ENSMUSG00000081239.3	864	618	711	785	806	430	927	745
ENSMUSG00000081240.2	0	0	0	0	0	0	0	0
ENSMUSG00000081242.1	1	1	1	0	3	0	0	6
ENSMUSG00000081243.1	0	0	0	0	0	0	0	0
ENSMUSG00000081244.3	2	2	0	0	1	0	2	1
ENSMUSG00000081245.2	0	0	0	0	0	0	0	0
ENSMUSG00000081248.1	7	0	7	4	3	0	18	5
ENSMUSG00000081249.3	2	2	7	5	3	0	10	3
ENSMUSG00000081250.2	0	0	0	2	0	0	0	0
ENSMUSG00000081251.1	12	11	29	19	13	11	19	17
ENSMUSG00000081252.1	0	0	0	0	0	0	0	0
ENSMUSG00000081253.1	0	0	0	0	0	0	0	0
ENSMUSG00000081254.1	13	5	12	11	8	7	19	5
ENSMUSG00000081255.1	75	90	83	92	80	47	74	108
ENSMUSG00000081256.1	2	0	0	2	6	0	0	0
ENSMUSG00000081257.1	0	0	0	0	1	0	0	0
ENSMUSG00000081258.1	0	0	0	0	0	0	0	0
ENSMUSG00000081259.2	0	0	0	0	0	0	0	0
ENSMUSG00000081260.1	0	0	0	0	0	0	0	0
ENSMUSG00000081261.1	0	0	0	0	0	0	0	0
ENSMUSG00000081262.1	1	7	6	8	5	3	5	6
ENSMUSG00000081263.1	3	5	3	5	2	0	4	4
ENSMUSG00000081264.1	0	0	0	0	0	0	0	0
ENSMUSG00000081265.1	0	7	25	0	0	0	14	9
ENSMUSG00000081268.1	0	0	0	0	0	0	0	0
ENSMUSG00000081269.1	0	0	0	0	0	0	0	0
ENSMUSG00000081270.1	0	0	0	0	2	1	0	5
ENSMUSG00000081271.1	0	0	0	0	0	0	0	0
ENSMUSG00000081272.1	401	353	469	471	456	318	500	520
ENSMUSG00000081273.1	0	0	0	0	0	0	0	0
ENSMUSG00000081274.2	1	0	1	6	2	1	7	1
ENSMUSG00000081275.1	0	0	0	0	0	0	0	0
ENSMUSG00000081276.1	0	0	1	1	0	0	0	0
ENSMUSG00000081277.1	3	1	2	7	11	1	11	11
ENSMUSG00000081278.1	2	0	1	1	0	0	1	2
ENSMUSG00000081279.1	0	0	0	0	0	0	0	0
ENSMUSG00000081280.1	0	0	1	0	0	0	0	0
ENSMUSG00000081281.1	64	57	53	86	49	53	89	73
ENSMUSG00000081282.2	0	0	0	0	0	0	0	0
ENSMUSG00000081283.1	0	0	0	0	0	0	0	0
ENSMUSG00000081284.1	16	0	8	13	0	0	1	17
ENSMUSG00000081285.2	0	0	0	0	1	0	1	1
ENSMUSG00000081286.1	0	0	0	0	0	0	0	0
ENSMUSG00000081287.2	0	0	0	0	0	0	0	0
ENSMUSG00000081288.1	0	0	0	0	0	0	0	0
ENSMUSG00000081289.1	4	9	5	7	7	3	4	7
ENSMUSG00000081290.1	0	0	0	0	0	0	0	0
ENSMUSG00000081292.1	0	0	0	0	0	0	0	0
ENSMUSG00000081293.1	0	0	0	0	0	0	0	0
ENSMUSG00000081295.1	0	0	1	0	0	0	0	0
ENSMUSG00000081296.1	0	0	0	0	0	0	0	0
ENSMUSG00000081297.1	0	0	0	0	0	0	0	0
ENSMUSG00000081298.1	0	0	0	0	0	0	0	0
ENSMUSG00000081299.1	0	0	0	0	0	0	0	0
ENSMUSG00000081300.1	0	0	0	0	0	0	0	0
ENSMUSG00000081301.1	8	0	3	4	6	1	9	5
ENSMUSG00000081302.1	7	6	5	8	5	4	8	12
ENSMUSG00000081303.2	0	0	0	0	0	0	0	0
ENSMUSG00000081304.1	0	2	0	10	5	0	4	0
ENSMUSG00000081305.1	0	0	0	0	0	0	0	0
ENSMUSG00000081306.1	93	48	50	65	64	50	103	59
ENSMUSG00000081307.1	0	0	0	0	0	0	0	0
ENSMUSG00000081308.1	3	4	13	8	2	3	11	1
ENSMUSG00000081309.3	4	7	6	13	6	7	11	8
ENSMUSG00000081310.1	0	0	0	0	0	0	0	0
ENSMUSG00000081312.1	0	0	0	0	0	0	0	0
ENSMUSG00000081313.1	0	0	0	0	0	0	0	0
ENSMUSG00000081314.1	1	4	0	1	0	0	0	2
ENSMUSG00000081315.1	0	0	0	0	0	0	0	0
ENSMUSG00000081316.1	1	0	0	3	0	0	0	0
ENSMUSG00000081317.1	0	0	0	0	0	0	0	0
ENSMUSG00000081318.1	0	0	0	0	0	0	0	0
ENSMUSG00000081319.1	0	0	0	2	2	1	0	0
ENSMUSG00000081320.1	0	0	0	4	1	2	0	0
ENSMUSG00000081321.1	0	0	0	0	0	0	0	0
ENSMUSG00000081323.1	0	0	1	0	0	0	0	0
ENSMUSG00000081324.1	0	0	0	0	0	0	0	0
ENSMUSG00000081325.1	4	2	5	3	7	3	7	2
ENSMUSG00000081326.1	0	0	0	0	0	0	0	0
ENSMUSG00000081327.1	0	0	0	0	0	0	0	0
ENSMUSG00000081328.1	0	0	0	0	0	0	0	0
ENSMUSG00000081329.1	1	0	1	2	0	0	1	1
ENSMUSG00000081330.1	0	0	0	0	0	0	0	0
ENSMUSG00000081331.1	3	0	0	1	1	0	0	0
ENSMUSG00000081332.1	0	0	0	0	0	0	0	0
ENSMUSG00000081333.1	0	0	0	0	0	0	0	0
ENSMUSG00000081334.1	0	0	0	0	0	0	0	0
ENSMUSG00000081335.1	0	0	0	0	0	0	0	0
ENSMUSG00000081336.1	0	0	0	0	0	0	0	0
ENSMUSG00000081339.1	1	0	0	3	0	1	3	0
ENSMUSG00000081340.1	0	0	15	0	0	8	3	0
ENSMUSG00000081341.1	0	0	0	0	0	0	0	0
ENSMUSG00000081342.1	1	0	0	0	0	0	1	1
ENSMUSG00000081343.1	0	1	0	0	7	0	7	0
ENSMUSG00000081344.5	1868	1227	1265	1242	1091	849	1709	1611
ENSMUSG00000081345.1	0	0	0	0	0	0	0	0
ENSMUSG00000081346.1	0	0	0	0	0	0	0	0
ENSMUSG00000081348.1	0	0	0	7	2	0	8	0
ENSMUSG00000081349.1	0	0	0	0	0	0	0	0
ENSMUSG00000081350.1	0	0	1	0	1	0	0	0
ENSMUSG00000081352.1	0	2	0	0	1	0	1	4
ENSMUSG00000081353.2	0	0	0	0	0	0	0	0
ENSMUSG00000081354.1	0	0	0	0	0	0	0	0
ENSMUSG00000081355.1	4	4	3	7	4	2	3	1
ENSMUSG00000081357.1	0	0	0	0	2	0	4	8
ENSMUSG00000081358.1	0	0	0	0	0	0	0	0
ENSMUSG00000081359.1	14	9	14	6	11	10	11	9
ENSMUSG00000081360.1	0	0	0	0	2	0	0	0
ENSMUSG00000081361.1	0	0	0	0	0	0	0	0
ENSMUSG00000081362.3	0	0	0	0	0	0	0	0
ENSMUSG00000081363.2	0	0	1	0	0	0	0	0
ENSMUSG00000081364.1	0	0	0	0	0	0	0	0
ENSMUSG00000081365.1	0	0	0	0	0	0	0	0
ENSMUSG00000081367.2	0	0	0	0	0	0	0	0
ENSMUSG00000081369.1	0	0	0	0	0	0	0	0
ENSMUSG00000081370.1	5	10	4	7	7	10	9	7
ENSMUSG00000081372.1	0	0	0	0	0	2	0	0
ENSMUSG00000081373.1	3	2	0	1	0	0	0	2
ENSMUSG00000081374.1	0	0	0	0	0	0	0	0
ENSMUSG00000081375.1	0	0	0	0	0	0	0	0
ENSMUSG00000081376.1	1	0	2	2	1	0	2	0
ENSMUSG00000081377.1	0	0	0	0	0	0	0	0
ENSMUSG00000081378.1	168	73	114	108	109	62	94	115
ENSMUSG00000081379.1	0	0	0	0	0	0	0	0
ENSMUSG00000081381.1	0	0	0	0	0	0	1	1
ENSMUSG00000081382.1	1459	1064	1084	1044	918	730	1362	1181
ENSMUSG00000081383.1	0	0	0	0	0	0	0	0
ENSMUSG00000081384.1	0	0	0	0	0	0	0	0
ENSMUSG00000081386.1	0	0	0	0	0	0	0	0
ENSMUSG00000081388.1	0	0	0	0	0	0	0	0
ENSMUSG00000081389.2	0	0	0	0	0	0	0	0
ENSMUSG00000081390.1	1	1	1	0	0	0	0	0
ENSMUSG00000081391.1	0	0	0	0	0	0	0	0
ENSMUSG00000081392.1	0	0	0	0	0	0	0	0
ENSMUSG00000081394.1	8	6	8	9	5	6	8	4
ENSMUSG00000081395.1	0	0	0	0	0	0	0	0
ENSMUSG00000081396.1	0	0	0	0	0	0	0	0
ENSMUSG00000081397.1	0	0	0	0	0	0	0	0
ENSMUSG00000081398.1	0	0	0	0	0	0	0	0
ENSMUSG00000081399.2	0	0	0	0	0	0	0	0
ENSMUSG00000081400.1	3576	2461	2935	2858	2430	1578	3725	2984
ENSMUSG00000081402.4	10	10	9	40	14	6	20	18
ENSMUSG00000081404.1	1	1	6	7	1	8	0	2
ENSMUSG00000081405.1	0	0	1	2	0	0	3	3
ENSMUSG00000081406.4	2913	1917	1998	2006	1961	1425	2748	2315
ENSMUSG00000081407.1	0	0	0	0	0	0	0	0
ENSMUSG00000081408.1	0	0	0	0	0	0	1	0
ENSMUSG00000081409.1	0	0	0	0	0	0	0	0
ENSMUSG00000081410.1	0	0	0	0	0	0	0	0
ENSMUSG00000081412.1	0	0	0	0	0	0	0	0
ENSMUSG00000081413.3	7	11	16	8	3	5	8	11
ENSMUSG00000081414.2	0	0	0	0	0	0	0	0
ENSMUSG00000081415.1	0	0	0	0	0	0	0	0
ENSMUSG00000081416.1	4	1	10	0	1	1	7	5
ENSMUSG00000081417.1	0	0	0	0	0	0	0	0
ENSMUSG00000081418.1	8	6	6	5	5	4	4	12
ENSMUSG00000081420.1	0	0	0	0	0	0	0	0
ENSMUSG00000081421.1	4	5	7	1	0	0	7	0
ENSMUSG00000081422.1	0	0	0	0	0	0	0	0
ENSMUSG00000081423.1	0	0	0	0	0	0	1	1
ENSMUSG00000081424.1	0	0	0	0	0	0	0	0
ENSMUSG00000081426.1	1	0	0	0	0	0	0	0
ENSMUSG00000081427.1	0	0	0	0	0	0	0	0
ENSMUSG00000081428.1	0	0	0	0	0	0	0	0
ENSMUSG00000081429.1	20	1	14	8	11	4	15	5
ENSMUSG00000081431.1	3	6	7	4	5	4	4	6
ENSMUSG00000081432.1	0	0	0	0	0	0	0	0
ENSMUSG00000081433.1	0	0	0	0	0	0	0	0
ENSMUSG00000081434.3	1743	1534	2080	1894	1420	936	1650	1601
ENSMUSG00000081435.1	0	0	0	0	0	0	0	0
ENSMUSG00000081436.1	4	2	2	1	4	1	6	4
ENSMUSG00000081437.1	5	0	0	0	0	0	0	0
ENSMUSG00000081438.1	0	0	0	0	0	0	0	0
ENSMUSG00000081439.1	0	0	0	0	0	0	0	0
ENSMUSG00000081440.2	0	0	0	0	0	0	0	0
ENSMUSG00000081441.3	0	0	1	4	0	0	4	1
ENSMUSG00000081442.1	0	0	0	0	0	0	0	0
ENSMUSG00000081443.1	0	0	0	0	0	0	0	0
ENSMUSG00000081444.1	0	0	0	0	5	0	0	0
ENSMUSG00000081445.1	0	0	0	0	0	0	8	0
ENSMUSG00000081447.1	0	0	0	0	0	0	0	0
ENSMUSG00000081449.1	0	0	0	0	0	0	0	0
ENSMUSG00000081450.1	0	0	0	0	0	0	0	0
ENSMUSG00000081451.1	16	22	26	13	9	31	16	11
ENSMUSG00000081452.1	0	0	3	0	0	0	2	0
ENSMUSG00000081453.1	96	77	70	95	91	54	113	77
ENSMUSG00000081455.1	21	19	15	16	16	9	16	14
ENSMUSG00000081456.1	1	2	2	5	4	0	4	5
ENSMUSG00000081457.1	0	3	0	1	0	0	0	0
ENSMUSG00000081458.2	0	0	0	0	0	0	0	0
ENSMUSG00000081459.3	8	5	10	4	9	2	11	6
ENSMUSG00000081460.1	1	1	2	0	1	0	2	1
ENSMUSG00000081461.3	2	1	0	1	0	0	2	0
ENSMUSG00000081463.1	0	0	0	5	8	3	0	0
ENSMUSG00000081464.1	0	0	0	0	0	0	0	0
ENSMUSG00000081465.1	0	0	0	0	0	0	0	0
ENSMUSG00000081466.1	0	0	0	0	0	0	0	0
ENSMUSG00000081467.1	3	6	4	2	3	2	6	4
ENSMUSG00000081469.1	0	0	0	0	0	0	0	0
ENSMUSG00000081470.1	1	2	2	8	3	3	2	6
ENSMUSG00000081471.1	0	0	0	0	0	0	0	0
ENSMUSG00000081473.3	3	1	1	5	0	2	1	2
ENSMUSG00000081474.1	0	0	0	0	0	0	0	0
ENSMUSG00000081475.1	0	0	0	0	0	0	0	0
ENSMUSG00000081476.1	46	35	43	35	46	37	95	35
ENSMUSG00000081477.1	0	0	0	0	0	0	0	0
ENSMUSG00000081478.1	0	0	0	0	0	0	0	0
ENSMUSG00000081480.1	0	0	8	0	15	0	15	11
ENSMUSG00000081481.1	0	0	0	0	0	0	0	0
ENSMUSG00000081483.1	0	0	0	0	1	0	2	1
ENSMUSG00000081484.1	0	0	0	0	0	0	0	0
ENSMUSG00000081485.5	335	191	223	254	209	184	287	258
ENSMUSG00000081486.1	0	0	0	0	0	0	0	0
ENSMUSG00000081487.1	0	0	0	6	0	0	0	0
ENSMUSG00000081488.1	18	0	0	10	2	2	20	5
ENSMUSG00000081490.1	0	0	0	0	1	0	0	0
ENSMUSG00000081491.1	4	5	6	7	3	3	2	4
ENSMUSG00000081492.1	1	0	0	0	0	0	0	0
ENSMUSG00000081494.1	1	2	1	1	1	0	3	2
ENSMUSG00000081495.1	0	0	0	0	0	0	0	0
ENSMUSG00000081496.1	0	0	0	0	0	0	0	0
ENSMUSG00000081497.1	2	3	4	9	0	3	3	4
ENSMUSG00000081498.2	0	0	0	0	0	0	0	0
ENSMUSG00000081499.1	0	0	1	0	0	0	0	0
ENSMUSG00000081500.1	0	0	0	0	0	0	0	0
ENSMUSG00000081501.5	0	0	0	0	0	0	0	0
ENSMUSG00000081502.1	0	0	0	0	0	0	0	0
ENSMUSG00000081504.3	0	0	0	0	0	0	1	1
ENSMUSG00000081505.1	0	1	0	0	0	1	1	0
ENSMUSG00000081506.1	0	0	0	0	0	0	0	0
ENSMUSG00000081507.1	0	0	0	0	0	0	0	0
ENSMUSG00000081508.1	0	0	0	0	0	0	0	0
ENSMUSG00000081510.1	0	0	0	0	0	0	0	0
ENSMUSG00000081511.1	0	0	0	0	0	0	0	0
ENSMUSG00000081512.1	11	6	16	11	18	3	9	9
ENSMUSG00000081513.1	0	0	0	0	0	0	0	0
ENSMUSG00000081514.2	0	0	0	0	0	0	0	0
ENSMUSG00000081515.1	0	5	5	3	2	4	0	9
ENSMUSG00000081516.1	6	1	4	5	2	2	8	8
ENSMUSG00000081517.1	0	0	0	0	0	0	0	0
ENSMUSG00000081519.1	0	0	0	0	0	0	0	0
ENSMUSG00000081520.1	48	50	55	51	30	39	44	36
ENSMUSG00000081522.1	0	1	0	0	0	0	0	0
ENSMUSG00000081523.1	0	0	0	0	0	0	0	0
ENSMUSG00000081524.3	0	0	0	0	0	1	0	0
ENSMUSG00000081525.1	0	0	0	0	0	0	0	0
ENSMUSG00000081526.1	0	0	0	0	0	0	0	0
ENSMUSG00000081528.1	3	0	3	2	2	8	20	7
ENSMUSG00000081529.1	0	0	0	0	0	0	0	0
ENSMUSG00000081530.1	0	0	0	0	0	0	0	0
ENSMUSG00000081531.1	0	0	0	0	0	0	0	0
ENSMUSG00000081532.1	0	0	0	0	0	0	0	0
ENSMUSG00000081533.1	0	0	0	0	0	0	0	0
ENSMUSG00000081534.2	6214	5811	6273	7015	6181	4857	6675	7329
ENSMUSG00000081536.1	0	0	0	0	0	0	0	0
ENSMUSG00000081537.2	0	0	0	0	0	0	0	0
ENSMUSG00000081538.1	0	0	0	0	0	0	0	0
ENSMUSG00000081539.1	0	0	0	0	0	0	0	0
ENSMUSG00000081540.3	0	0	1	0	1	1	0	3
ENSMUSG00000081541.1	28	6	17	43	28	29	3	35
ENSMUSG00000081542.1	0	0	0	0	0	0	0	0
ENSMUSG00000081543.1	0	0	0	1	0	0	1	0
ENSMUSG00000081544.1	2	3	0	2	0	5	3	1
ENSMUSG00000081546.1	0	0	0	0	0	0	0	0
ENSMUSG00000081547.1	0	0	0	0	0	0	0	0
ENSMUSG00000081548.1	7	0	0	4	0	0	6	0
ENSMUSG00000081550.1	4	0	0	0	2	0	0	0
ENSMUSG00000081551.1	0	0	0	0	0	0	0	0
ENSMUSG00000081552.1	5	7	4	4	3	5	5	5
ENSMUSG00000081553.1	1	2	2	2	4	1	2	4
ENSMUSG00000081555.1	0	0	0	0	0	0	0	0
ENSMUSG00000081556.1	0	0	0	0	0	0	0	0
ENSMUSG00000081557.2	2	2	2	6	0	1	1	3
ENSMUSG00000081559.3	43	36	43	40	34	28	49	50
ENSMUSG00000081560.1	0	0	0	0	0	0	0	0
ENSMUSG00000081561.1	0	0	0	0	0	0	0	0
ENSMUSG00000081562.1	2	3	0	3	2	0	2	2
ENSMUSG00000081563.1	0	0	0	0	0	0	0	0
ENSMUSG00000081564.1	14	9	20	41	8	14	25	8
ENSMUSG00000081565.1	6	0	2	1	2	1	10	2
ENSMUSG00000081566.1	0	0	0	0	0	0	0	0
ENSMUSG00000081567.1	0	0	0	0	0	0	0	0
ENSMUSG00000081568.1	1	2	1	1	4	2	1	1
ENSMUSG00000081569.1	0	0	0	0	0	0	0	0
ENSMUSG00000081570.1	0	0	0	1	5	0	0	0
ENSMUSG00000081571.1	0	0	0	0	0	0	0	0
ENSMUSG00000081572.3	20	9	9	9	5	20	8	12
ENSMUSG00000081573.1	0	0	0	0	0	0	0	0
ENSMUSG00000081574.1	0	3	2	2	7	0	0	3
ENSMUSG00000081575.1	1	2	3	2	1	2	0	5
ENSMUSG00000081576.1	0	0	0	0	0	0	0	0
ENSMUSG00000081577.1	0	0	0	0	0	0	0	0
ENSMUSG00000081578.2	1	1	2	3	0	1	0	0
ENSMUSG00000081579.1	0	0	0	0	0	0	0	0
ENSMUSG00000081580.1	0	0	0	0	0	0	0	0
ENSMUSG00000081583.1	3	3	0	0	1	1	0	3
ENSMUSG00000081584.1	1	0	0	0	0	0	0	0
ENSMUSG00000081585.1	0	0	0	0	0	0	0	0
ENSMUSG00000081586.3	0	0	0	0	0	0	0	0
ENSMUSG00000081587.1	0	0	0	0	0	0	0	0
ENSMUSG00000081588.1	0	0	0	0	0	0	0	0
ENSMUSG00000081589.1	0	0	0	0	0	0	0	0
ENSMUSG00000081590.1	4	0	1	0	0	0	0	0
ENSMUSG00000081591.1	0	0	0	0	0	0	0	0
ENSMUSG00000081592.1	0	0	0	0	0	0	0	0
