	MPP3_Ebf1_KO1	MPP3_Ebf1_KO2	MPP3_Ebf1_KO3	MPP3_Ebf1_KO4	MPP3_Ebf1_WT1	MPP3_Ebf1_WT2	MPP3_Ebf1_WT3	MPP3_Ebf1_WT4
ENSMUSG00000081593.1	0	0	0	0	0	0	0	0
ENSMUSG00000081594.1	27	25	33	32	13	41	28	20
ENSMUSG00000081595.1	0	0	0	0	0	0	0	0
ENSMUSG00000081596.1	0	0	0	0	0	0	0	0
ENSMUSG00000081597.1	0	0	0	0	0	0	0	0
ENSMUSG00000081598.1	0	0	0	0	0	0	0	0
ENSMUSG00000081599.1	0	0	0	0	0	0	0	0
ENSMUSG00000081600.3	19	7	8	12	13	12	15	9
ENSMUSG00000081601.1	0	0	0	0	0	0	0	0
ENSMUSG00000081602.1	0	0	0	0	0	0	0	0
ENSMUSG00000081603.1	243	151	200	192	151	144	241	223
ENSMUSG00000081604.5	1531	1201	1086	1100	1094	667	1455	1263
ENSMUSG00000081605.1	0	0	0	0	0	0	1	0
ENSMUSG00000081606.1	0	0	0	0	0	0	0	0
ENSMUSG00000081607.2	0	1	0	0	0	0	0	0
ENSMUSG00000081608.1	92	77	89	89	67	39	75	83
ENSMUSG00000081609.1	0	0	0	0	0	0	0	0
ENSMUSG00000081610.1	0	0	0	0	0	0	0	0
ENSMUSG00000081611.1	10	14	11	14	21	11	8	22
ENSMUSG00000081612.1	0	0	0	0	0	0	0	0
ENSMUSG00000081613.1	0	0	0	0	0	0	1	1
ENSMUSG00000081614.1	1	1	0	2	1	1	0	4
ENSMUSG00000081615.1	0	0	0	0	0	0	0	0
ENSMUSG00000081616.1	0	0	0	0	0	0	0	0
ENSMUSG00000081617.1	0	0	0	0	0	0	0	0
ENSMUSG00000081618.2	0	0	0	0	0	0	0	0
ENSMUSG00000081619.1	20	6	11	46	7	8	8	14
ENSMUSG00000081620.1	5	4	2	6	5	5	3	4
ENSMUSG00000081621.1	4	0	0	0	1	0	0	0
ENSMUSG00000081622.1	7	7	2	5	4	0	3	1
ENSMUSG00000081623.1	0	0	0	0	0	0	0	0
ENSMUSG00000081624.1	0	0	0	0	0	0	0	0
ENSMUSG00000081625.1	0	0	0	0	0	0	0	0
ENSMUSG00000081626.3	0	0	0	0	0	0	0	0
ENSMUSG00000081627.1	0	0	0	0	0	0	0	0
ENSMUSG00000081628.1	0	0	0	0	0	0	0	0
ENSMUSG00000081629.1	60	36	26	30	32	26	49	40
ENSMUSG00000081630.1	0	0	0	0	0	0	0	0
ENSMUSG00000081631.1	36	12	21	21	28	11	33	31
ENSMUSG00000081632.1	0	0	1	0	0	0	0	0
ENSMUSG00000081633.1	1	0	1	0	1	2	1	1
ENSMUSG00000081635.1	0	0	0	0	0	0	0	0
ENSMUSG00000081636.2	0	1	0	0	0	0	0	6
ENSMUSG00000081638.4	0	0	0	0	0	0	0	0
ENSMUSG00000081639.1	0	0	0	0	0	0	0	0
ENSMUSG00000081640.1	14	12	16	18	9	11	13	10
ENSMUSG00000081641.3	0	0	0	0	0	0	0	0
ENSMUSG00000081642.1	5	12	8	12	4	8	17	6
ENSMUSG00000081643.1	15	11	8	15	11	14	10	17
ENSMUSG00000081646.1	0	0	0	0	0	0	0	0
ENSMUSG00000081647.1	0	0	4	4	0	0	0	3
ENSMUSG00000081648.1	16	3	0	6	0	6	34	15
ENSMUSG00000081649.1	0	0	0	0	0	0	0	0
ENSMUSG00000081650.1	10	2	3	10	5	1	1	12
ENSMUSG00000081651.1	3	0	15	2	2	2	10	18
ENSMUSG00000081652.1	0	0	0	0	0	0	0	0
ENSMUSG00000081653.1	0	0	0	0	0	0	0	0
ENSMUSG00000081654.1	0	0	0	0	0	0	0	0
ENSMUSG00000081656.1	1	0	0	1	0	0	3	0
ENSMUSG00000081657.1	17	18	24	34	18	27	23	32
ENSMUSG00000081658.1	0	0	0	0	0	0	0	0
ENSMUSG00000081659.1	0	0	0	0	0	0	0	0
ENSMUSG00000081660.1	1	1	2	11	0	3	1	5
ENSMUSG00000081661.1	3	2	0	0	0	1	1	1
ENSMUSG00000081662.1	0	0	0	1	0	0	1	0
ENSMUSG00000081663.1	0	0	0	0	0	0	0	0
ENSMUSG00000081664.1	1	2	2	3	0	1	3	1
ENSMUSG00000081665.2	0	5	1	1	8	11	29	3
ENSMUSG00000081666.1	0	0	0	0	0	0	0	0
ENSMUSG00000081667.1	0	0	0	0	0	0	0	0
ENSMUSG00000081668.1	0	0	1	0	0	0	1	0
ENSMUSG00000081669.1	157	129	153	153	139	127	176	152
ENSMUSG00000081670.1	11	3	11	20	14	13	25	14
ENSMUSG00000081671.1	0	0	0	0	0	0	0	0
ENSMUSG00000081672.1	0	0	0	0	1	0	0	0
ENSMUSG00000081673.1	1	1	3	0	4	2	2	0
ENSMUSG00000081674.1	1	0	0	0	0	0	0	0
ENSMUSG00000081675.1	4	4	2	0	2	1	4	2
ENSMUSG00000081676.1	0	0	0	0	0	1	0	0
ENSMUSG00000081677.1	0	0	0	5	2	1	0	0
ENSMUSG00000081678.1	0	0	0	6	4	0	0	0
ENSMUSG00000081679.1	0	0	0	0	3	0	0	0
ENSMUSG00000081680.1	2	1	1	0	1	1	1	2
ENSMUSG00000081681.1	0	0	0	0	0	0	0	0
ENSMUSG00000081683.5	0	0	0	0	0	0	0	0
ENSMUSG00000081684.4	102	59	73	68	65	44	83	70
ENSMUSG00000081685.1	0	0	0	0	0	0	0	0
ENSMUSG00000081686.1	0	0	0	0	0	0	0	4
ENSMUSG00000081687.1	0	0	0	0	0	0	0	0
ENSMUSG00000081688.1	0	0	0	0	0	0	0	0
ENSMUSG00000081689.1	0	0	0	0	0	0	0	0
ENSMUSG00000081690.1	0	0	0	0	0	0	0	0
ENSMUSG00000081691.1	0	0	0	0	0	0	0	0
ENSMUSG00000081692.1	0	0	0	0	0	0	0	0
ENSMUSG00000081693.2	0	0	0	0	0	0	0	0
ENSMUSG00000081694.1	0	0	0	0	0	0	0	0
ENSMUSG00000081695.1	7	3	1	2	3	3	2	4
ENSMUSG00000081696.2	0	0	0	0	0	0	0	0
ENSMUSG00000081697.1	0	0	0	0	0	0	0	0
ENSMUSG00000081698.1	0	0	0	0	0	0	0	0
ENSMUSG00000081699.1	0	0	0	0	0	0	0	0
ENSMUSG00000081700.1	49	28	33	29	44	23	47	23
ENSMUSG00000081701.1	0	0	0	0	0	0	0	0
ENSMUSG00000081703.1	0	4	3	1	2	0	0	1
ENSMUSG00000081704.1	0	0	0	0	0	0	0	0
ENSMUSG00000081705.1	0	0	0	0	0	0	0	0
ENSMUSG00000081706.1	3	0	1	4	1	0	2	2
ENSMUSG00000081707.1	0	0	0	0	0	0	0	0
ENSMUSG00000081709.1	0	0	0	0	0	0	0	0
ENSMUSG00000081711.1	0	0	0	0	0	0	0	0
ENSMUSG00000081712.1	0	2	2	1	1	0	0	2
ENSMUSG00000081713.1	0	0	0	0	0	0	0	0
ENSMUSG00000081714.1	0	0	0	0	0	0	0	0
ENSMUSG00000081715.1	174	156	183	193	164	101	244	216
ENSMUSG00000081716.1	0	0	0	0	0	0	0	0
ENSMUSG00000081717.1	0	0	0	0	0	0	0	0
ENSMUSG00000081718.1	3	2	3	1	1	6	3	4
ENSMUSG00000081719.1	0	0	0	0	0	0	0	0
ENSMUSG00000081720.1	0	0	0	0	0	0	0	0
ENSMUSG00000081721.3	8	9	7	9	7	3	8	6
ENSMUSG00000081722.1	0	0	0	0	0	0	0	0
ENSMUSG00000081723.1	0	0	0	0	0	0	0	0
ENSMUSG00000081724.3	0	0	0	0	0	0	0	0
ENSMUSG00000081728.1	0	0	0	0	0	0	0	0
ENSMUSG00000081729.1	18	4	11	9	7	9	11	7
ENSMUSG00000081730.1	0	4	1	4	7	4	15	0
ENSMUSG00000081731.1	1	1	5	2	1	3	3	4
ENSMUSG00000081732.1	2	0	8	29	1	4	2	17
ENSMUSG00000081733.1	1	1	0	0	0	0	0	2
ENSMUSG00000081734.1	0	0	0	0	0	0	0	0
ENSMUSG00000081735.1	0	0	0	0	0	0	0	0
ENSMUSG00000081736.1	0	0	0	0	0	0	0	0
ENSMUSG00000081737.1	0	0	0	0	0	0	0	0
ENSMUSG00000081738.1	824	453	620	618	601	331	746	661
ENSMUSG00000081739.3	5	0	3	1	4	1	3	1
ENSMUSG00000081740.3	372	336	453	425	374	247	337	339
ENSMUSG00000081741.1	0	0	0	0	0	0	0	0
ENSMUSG00000081742.2	0	0	7	0	0	0	0	0
ENSMUSG00000081743.3	0	0	0	0	0	0	0	0
ENSMUSG00000081744.1	0	0	0	0	0	0	0	0
ENSMUSG00000081745.1	1	4	2	6	7	1	7	11
ENSMUSG00000081746.2	0	0	0	0	0	0	0	0
ENSMUSG00000081747.1	0	0	0	0	0	0	0	0
ENSMUSG00000081748.1	8	2	2	2	2	2	4	9
ENSMUSG00000081749.3	0	0	0	0	0	0	0	0
ENSMUSG00000081750.3	3	1	0	0	0	3	0	2
ENSMUSG00000081751.1	0	1	0	1	0	4	2	0
ENSMUSG00000081752.3	56	46	53	72	53	40	94	58
ENSMUSG00000081755.1	0	0	0	0	0	0	0	0
ENSMUSG00000081756.1	0	0	0	0	0	0	0	0
ENSMUSG00000081757.1	0	0	0	0	0	0	0	0
ENSMUSG00000081758.1	6	0	0	0	1	1	0	1
ENSMUSG00000081761.2	0	0	0	0	0	0	0	0
ENSMUSG00000081762.1	0	0	0	0	0	0	0	0
ENSMUSG00000081763.1	2	3	0	0	1	1	0	0
ENSMUSG00000081765.1	0	0	0	0	0	0	0	0
ENSMUSG00000081766.3	0	0	0	0	0	0	0	0
ENSMUSG00000081767.1	0	0	0	0	0	0	0	0
ENSMUSG00000081768.2	0	1	0	0	0	0	0	0
ENSMUSG00000081769.8	670	373	618	633	490	367	682	428
ENSMUSG00000081770.1	0	0	0	0	0	0	0	0
ENSMUSG00000081771.1	0	0	0	0	0	0	0	0
ENSMUSG00000081772.1	0	0	0	0	0	0	0	0
ENSMUSG00000081773.1	0	0	1	0	0	0	0	0
ENSMUSG00000081774.1	0	0	0	0	0	0	0	0
ENSMUSG00000081775.1	0	1	1	0	2	0	1	1
ENSMUSG00000081777.1	0	0	0	0	0	0	0	0
ENSMUSG00000081778.1	0	0	0	0	0	0	0	0
ENSMUSG00000081779.1	0	0	0	0	0	0	0	0
ENSMUSG00000081781.1	0	0	0	1	0	2	0	1
ENSMUSG00000081782.1	0	0	0	0	0	0	0	0
ENSMUSG00000081783.2	17	3	1	3	18	33	1	2
ENSMUSG00000081784.1	0	0	0	0	0	0	0	0
ENSMUSG00000081786.1	0	0	0	0	0	0	0	0
ENSMUSG00000081787.1	14	8	9	12	19	7	4	10
ENSMUSG00000081788.2	43	39	53	44	47	46	64	72
ENSMUSG00000081789.1	0	1	2	3	0	0	2	1
ENSMUSG00000081791.1	0	0	0	0	0	0	0	0
ENSMUSG00000081792.4	81	60	65	69	63	58	118	82
ENSMUSG00000081793.1	0	0	0	0	1	0	0	0
ENSMUSG00000081796.1	0	0	0	0	0	0	0	0
ENSMUSG00000081797.1	3	1	0	3	0	0	2	1
ENSMUSG00000081798.1	0	2	1	0	0	0	0	1
ENSMUSG00000081799.1	0	0	0	0	0	0	0	0
ENSMUSG00000081800.3	113	127	119	98	119	63	124	99
ENSMUSG00000081801.1	0	0	0	6	0	0	0	0
ENSMUSG00000081803.1	0	0	0	0	0	0	0	0
ENSMUSG00000081804.1	0	0	0	0	0	0	0	0
ENSMUSG00000081805.1	20	16	20	23	23	18	51	14
ENSMUSG00000081806.1	0	0	0	0	0	0	0	0
ENSMUSG00000081807.1	1	0	0	0	0	0	0	0
ENSMUSG00000081809.2	2	4	3	6	9	3	8	0
ENSMUSG00000081810.1	45	26	37	30	27	33	53	25
ENSMUSG00000081811.1	0	0	0	0	0	0	9	0
ENSMUSG00000081812.1	0	0	0	0	0	0	0	0
ENSMUSG00000081813.1	0	0	0	0	0	0	0	0
ENSMUSG00000081814.1	0	0	0	0	0	0	0	0
ENSMUSG00000081816.1	11	1	3	6	5	3	3	4
ENSMUSG00000081817.1	0	0	0	0	0	0	0	3
ENSMUSG00000081819.1	1	0	3	4	1	1	10	0
ENSMUSG00000081820.1	0	0	0	0	0	0	0	0
ENSMUSG00000081821.1	0	0	0	0	0	0	0	0
ENSMUSG00000081822.1	0	0	0	0	0	0	0	0
ENSMUSG00000081823.1	0	0	0	0	0	0	0	0
ENSMUSG00000081824.5	593	453	535	603	554	356	605	557
ENSMUSG00000081827.1	0	0	0	0	0	0	0	0
ENSMUSG00000081828.1	2	0	0	0	0	0	4	0
ENSMUSG00000081829.1	1	0	0	1	0	2	0	1
ENSMUSG00000081830.1	0	0	0	0	0	0	0	0
ENSMUSG00000081831.1	0	1	0	0	0	0	0	0
ENSMUSG00000081832.1	0	0	0	0	0	0	0	0
ENSMUSG00000081833.1	3	9	5	3	0	0	3	3
ENSMUSG00000081834.1	0	1	3	1	5	0	10	1
ENSMUSG00000081835.1	0	0	0	0	0	0	0	0
ENSMUSG00000081836.1	0	0	0	0	0	0	0	0
ENSMUSG00000081837.1	0	0	0	0	0	0	0	0
ENSMUSG00000081838.1	0	0	0	0	0	0	5	0
ENSMUSG00000081839.1	0	0	0	0	0	0	0	0
ENSMUSG00000081840.1	0	0	0	0	0	0	0	0
ENSMUSG00000081841.1	10	0	0	0	3	0	0	0
ENSMUSG00000081842.1	0	0	0	0	0	0	0	0
ENSMUSG00000081843.1	0	1	0	0	0	0	0	0
ENSMUSG00000081844.1	0	0	0	0	0	0	0	0
ENSMUSG00000081845.1	1	0	0	0	0	1	0	0
ENSMUSG00000081847.1	0	0	0	0	0	0	0	0
ENSMUSG00000081848.1	1	2	0	1	1	2	0	1
ENSMUSG00000081849.2	0	0	0	0	0	0	0	0
ENSMUSG00000081850.1	15	1	16	30	16	9	3	0
ENSMUSG00000081851.1	0	0	0	0	0	0	0	0
ENSMUSG00000081852.1	0	1	0	0	0	0	0	0
ENSMUSG00000081853.1	0	0	0	0	0	0	0	0
ENSMUSG00000081854.1	0	0	0	0	0	0	0	0
ENSMUSG00000081855.4	570	406	406	398	355	260	454	454
ENSMUSG00000081856.1	0	0	0	0	0	0	0	0
ENSMUSG00000081857.1	0	2	0	1	1	0	0	0
ENSMUSG00000081858.1	0	0	0	0	0	0	0	0
ENSMUSG00000081859.1	0	0	0	0	0	0	0	0
ENSMUSG00000081860.1	2	1	0	1	0	1	2	2
ENSMUSG00000081861.1	0	0	1	4	3	0	3	0
ENSMUSG00000081862.1	0	0	0	0	0	0	0	0
ENSMUSG00000081863.1	0	0	0	0	0	0	0	0
ENSMUSG00000081864.2	0	0	0	0	0	0	0	0
ENSMUSG00000081865.1	28	23	23	28	17	20	43	30
ENSMUSG00000081866.1	0	0	0	0	0	0	0	0
ENSMUSG00000081868.1	0	0	0	1	0	1	0	1
ENSMUSG00000081869.1	0	0	0	0	0	0	0	0
ENSMUSG00000081870.1	0	0	0	0	0	0	0	0
ENSMUSG00000081871.1	2	7	4	5	1	2	7	3
ENSMUSG00000081872.1	0	0	0	0	0	0	0	0
ENSMUSG00000081873.1	7	0	1	3	0	0	1	0
ENSMUSG00000081874.1	0	0	0	0	0	0	0	0
ENSMUSG00000081875.1	0	0	0	0	2	0	0	2
ENSMUSG00000081876.1	0	0	0	0	0	0	0	0
ENSMUSG00000081877.1	0	0	0	0	0	0	0	0
ENSMUSG00000081878.1	0	0	0	0	0	0	0	0
ENSMUSG00000081879.1	0	0	0	0	0	0	0	0
ENSMUSG00000081880.1	0	2	2	3	0	0	2	1
ENSMUSG00000081881.1	0	0	0	0	0	0	0	0
ENSMUSG00000081882.1	0	0	0	0	0	0	0	0
ENSMUSG00000081883.2	0	0	1	0	0	0	0	0
ENSMUSG00000081884.1	1	0	2	0	0	0	2	1
ENSMUSG00000081885.1	3	4	1	3	4	0	25	8
ENSMUSG00000081886.1	0	1	0	0	0	0	0	0
ENSMUSG00000081887.1	3	2	18	14	9	1	19	1
ENSMUSG00000081888.1	28	12	22	35	27	25	24	18
ENSMUSG00000081889.1	0	0	0	0	0	0	0	0
ENSMUSG00000081890.1	0	0	0	0	0	0	0	0
ENSMUSG00000081891.1	0	0	0	0	0	0	0	0
ENSMUSG00000081892.2	2	0	1	2	1	0	3	0
ENSMUSG00000081893.1	0	0	0	0	0	0	0	0
ENSMUSG00000081894.1	0	0	1	0	2	0	0	0
ENSMUSG00000081895.3	493	393	484	388	414	275	577	462
ENSMUSG00000081896.1	1	4	0	0	0	0	6	2
ENSMUSG00000081897.1	0	0	0	0	0	0	0	0
ENSMUSG00000081898.1	0	0	0	0	0	1	0	0
ENSMUSG00000081900.1	0	0	0	0	0	0	0	0
ENSMUSG00000081901.1	0	0	0	0	0	0	0	0
ENSMUSG00000081903.1	0	0	0	0	0	0	0	0
ENSMUSG00000081904.2	0	0	0	0	0	0	0	0
ENSMUSG00000081905.1	0	0	0	0	0	0	0	0
ENSMUSG00000081906.2	0	1	2	2	1	0	0	0
ENSMUSG00000081907.1	0	0	0	0	2	0	0	0
ENSMUSG00000081908.1	0	0	0	0	0	0	0	0
ENSMUSG00000081909.1	0	0	0	0	0	0	0	0
ENSMUSG00000081910.1	0	0	0	0	0	0	0	0
ENSMUSG00000081911.1	19	21	18	21	16	20	29	24
ENSMUSG00000081912.1	0	0	0	0	0	0	0	0
ENSMUSG00000081913.1	0	0	0	0	0	0	0	0
ENSMUSG00000081914.1	0	0	0	0	0	0	0	0
ENSMUSG00000081916.1	0	0	0	0	0	0	0	0
ENSMUSG00000081917.1	0	0	0	0	0	1	0	0
ENSMUSG00000081918.4	0	0	0	0	0	0	0	0
ENSMUSG00000081919.2	0	0	0	0	0	0	0	0
ENSMUSG00000081920.1	0	0	2	1	0	1	0	0
ENSMUSG00000081921.1	1	5	0	3	0	0	0	0
ENSMUSG00000081923.1	0	0	0	0	0	0	0	0
ENSMUSG00000081924.1	11	3	0	2	2	3	3	1
ENSMUSG00000081925.1	0	0	0	0	0	0	0	0
ENSMUSG00000081926.1	797	580	642	514	466	423	732	710
ENSMUSG00000081928.1	0	0	0	0	0	0	0	0
ENSMUSG00000081929.1	629	448	558	436	437	260	599	511
ENSMUSG00000081931.1	0	0	0	0	0	0	0	0
ENSMUSG00000081932.1	21	10	8	3	7	6	8	8
ENSMUSG00000081933.1	0	0	0	0	0	1	0	0
ENSMUSG00000081934.1	0	0	0	0	0	0	0	0
ENSMUSG00000081935.1	0	0	0	0	0	0	0	0
ENSMUSG00000081936.1	0	0	0	0	0	0	0	0
ENSMUSG00000081937.1	0	0	0	0	0	0	0	0
ENSMUSG00000081938.1	0	0	0	0	0	0	0	0
ENSMUSG00000081939.2	0	0	0	0	1	0	0	0
ENSMUSG00000081940.1	0	0	0	0	0	0	0	0
ENSMUSG00000081941.1	0	0	0	0	0	0	0	0
ENSMUSG00000081942.1	0	0	0	0	0	0	0	0
ENSMUSG00000081943.1	5	2	4	1	0	0	6	1
ENSMUSG00000081944.1	5	5	5	4	3	15	3	10
ENSMUSG00000081945.1	0	0	0	0	0	0	0	0
ENSMUSG00000081946.1	0	0	4	2	0	1	1	0
ENSMUSG00000081947.2	0	0	0	0	0	0	0	0
ENSMUSG00000081948.3	0	0	0	0	0	0	0	0
ENSMUSG00000081949.3	0	0	0	0	0	0	2	0
ENSMUSG00000081950.1	0	0	0	0	0	0	0	0
ENSMUSG00000081951.1	0	0	0	2	0	0	0	0
ENSMUSG00000081952.1	7	1	1	1	1	2	4	0
ENSMUSG00000081953.1	21	21	16	27	19	14	31	24
ENSMUSG00000081954.1	0	0	3	5	0	0	0	0
ENSMUSG00000081955.1	0	0	0	0	0	0	0	0
ENSMUSG00000081957.5	8	3	3	7	7	4	8	4
ENSMUSG00000081958.1	0	0	1	0	1	5	0	0
ENSMUSG00000081959.1	0	0	0	0	0	0	0	0
ENSMUSG00000081960.3	0	0	0	0	0	0	0	0
ENSMUSG00000081961.1	0	0	0	0	0	0	0	0
ENSMUSG00000081962.1	0	0	0	0	0	0	0	0
ENSMUSG00000081964.1	0	0	0	0	0	0	0	1
ENSMUSG00000081965.1	0	0	5	5	0	0	0	0
ENSMUSG00000081966.1	0	0	0	0	0	0	0	0
ENSMUSG00000081967.1	113	58	92	63	87	56	91	88
ENSMUSG00000081968.1	9	2	12	2	14	2	9	29
ENSMUSG00000081969.1	0	1	2	1	1	0	1	0
ENSMUSG00000081970.1	0	0	0	0	0	0	0	0
ENSMUSG00000081971.1	0	0	0	0	1	0	0	0
ENSMUSG00000081972.1	0	1	0	1	1	0	0	0
ENSMUSG00000081973.1	1	1	0	1	0	0	0	1
ENSMUSG00000081974.3	3	0	4	34	0	0	15	2
ENSMUSG00000081975.1	137	80	90	134	119	61	154	101
ENSMUSG00000081976.1	0	0	0	0	0	0	0	0
ENSMUSG00000081978.1	0	0	1	3	0	0	0	0
ENSMUSG00000081979.1	0	0	0	0	0	0	0	0
ENSMUSG00000081980.1	3	0	0	0	5	0	0	5
ENSMUSG00000081982.5	0	0	0	0	0	0	0	0
ENSMUSG00000081984.3	59	23	89	50	79	72	84	97
ENSMUSG00000081985.1	0	0	0	0	0	1	0	0
ENSMUSG00000081986.1	0	0	0	0	0	0	0	0
ENSMUSG00000081987.1	0	0	0	0	0	0	0	0
ENSMUSG00000081988.1	0	0	0	0	0	0	0	0
ENSMUSG00000081991.1	0	0	0	0	0	2	0	0
ENSMUSG00000081992.1	52	37	43	48	38	31	53	49
ENSMUSG00000081993.1	0	0	0	0	0	0	0	0
ENSMUSG00000081994.1	0	0	0	0	0	0	0	0
ENSMUSG00000081995.1	5	5	0	0	3	4	7	4
ENSMUSG00000081996.1	21	6	9	10	3	4	6	9
ENSMUSG00000081998.1	8	4	8	33	1	8	7	23
ENSMUSG00000081999.3	350	261	285	339	313	213	385	334
ENSMUSG00000082000.1	0	0	0	2	0	0	0	0
ENSMUSG00000082001.3	0	0	0	0	0	0	0	0
ENSMUSG00000082002.1	0	0	0	2	1	2	0	1
ENSMUSG00000082005.1	0	0	0	0	0	0	0	0
ENSMUSG00000082006.1	5	0	1	2	2	2	3	2
ENSMUSG00000082007.1	0	0	0	0	0	0	0	0
ENSMUSG00000082008.1	0	0	0	0	10	0	0	0
ENSMUSG00000082009.1	0	0	0	0	0	0	0	0
ENSMUSG00000082010.1	0	0	0	0	0	0	0	0
ENSMUSG00000082011.1	0	0	0	0	0	0	0	0
ENSMUSG00000082012.1	2	1	0	0	2	0	4	1
ENSMUSG00000082013.1	1	0	1	3	4	0	0	1
ENSMUSG00000082014.1	0	0	0	0	0	0	1	0
ENSMUSG00000082015.1	0	0	0	0	0	0	0	0
ENSMUSG00000082016.3	48	46	58	52	62	31	61	66
ENSMUSG00000082017.1	0	0	0	0	0	0	0	0
ENSMUSG00000082018.2	0	0	0	0	0	0	0	0
ENSMUSG00000082019.1	0	0	0	0	0	0	0	0
ENSMUSG00000082020.1	0	0	0	0	0	0	0	0
ENSMUSG00000082021.1	0	0	0	0	0	0	0	0
ENSMUSG00000082022.1	0	0	0	0	0	0	0	0
ENSMUSG00000082023.3	2	1	0	4	0	0	0	1
ENSMUSG00000082024.1	0	0	0	0	0	0	0	0
ENSMUSG00000082025.1	0	0	0	0	0	0	0	0
ENSMUSG00000082026.1	0	0	0	0	0	0	0	0
ENSMUSG00000082027.1	0	0	0	0	0	0	0	0
ENSMUSG00000082028.1	25	9	7	29	20	9	11	14
ENSMUSG00000082029.1	64	52	63	48	51	27	92	51
ENSMUSG00000082030.1	0	0	0	0	0	0	0	0
ENSMUSG00000082031.1	8	0	2	6	0	0	7	1
ENSMUSG00000082032.1	0	1	0	0	0	1	0	1
ENSMUSG00000082033.3	0	0	0	0	0	0	0	0
ENSMUSG00000082035.1	235	119	144	106	110	91	199	156
ENSMUSG00000082036.1	0	0	0	0	0	0	0	0
ENSMUSG00000082037.1	0	0	0	0	0	0	0	0
ENSMUSG00000082038.1	0	0	0	0	0	0	0	0
ENSMUSG00000082039.2	1	3	1	1	0	0	0	1
ENSMUSG00000082040.1	0	0	0	0	0	0	0	0
ENSMUSG00000082042.1	0	0	0	0	0	0	0	0
ENSMUSG00000082043.1	1	1	4	0	0	0	0	0
ENSMUSG00000082044.1	382	261	320	332	268	224	381	338
ENSMUSG00000082045.4	47	31	43	46	36	31	33	39
ENSMUSG00000082046.1	0	0	0	0	0	0	0	0
ENSMUSG00000082047.1	0	0	0	0	0	0	0	0
ENSMUSG00000082048.1	0	0	0	0	0	0	0	0
ENSMUSG00000082049.1	0	0	0	0	0	0	0	0
ENSMUSG00000082051.1	1	1	3	2	0	0	0	0
ENSMUSG00000082052.1	1	5	5	9	3	2	5	0
ENSMUSG00000082053.1	0	0	0	0	0	0	0	0
ENSMUSG00000082054.1	0	0	0	0	0	0	0	0
ENSMUSG00000082056.1	0	0	0	0	0	0	0	0
ENSMUSG00000082057.1	7	0	12	14	9	0	0	1
ENSMUSG00000082058.1	0	0	0	0	0	0	0	0
ENSMUSG00000082059.1	0	0	0	0	0	0	0	0
ENSMUSG00000082060.1	0	0	0	0	0	0	0	0
ENSMUSG00000082061.1	3	3	2	3	1	1	4	1
ENSMUSG00000082062.1	2495	2043	2013	2080	1906	1244	2634	2325
ENSMUSG00000082063.1	0	0	0	6	0	0	0	0
ENSMUSG00000082064.3	23	18	18	21	16	18	22	13
ENSMUSG00000082065.1	0	0	0	0	0	0	0	0
ENSMUSG00000082066.1	4	2	3	1	0	1	2	2
ENSMUSG00000082068.1	0	0	0	0	0	0	0	0
ENSMUSG00000082069.2	0	0	0	0	0	0	0	0
ENSMUSG00000082070.1	26	26	19	14	17	7	29	16
ENSMUSG00000082071.1	0	0	0	0	0	0	0	0
ENSMUSG00000082072.1	0	1	2	2	5	2	2	2
ENSMUSG00000082073.1	0	0	0	0	0	0	0	0
ENSMUSG00000082074.1	0	0	0	0	0	0	0	0
ENSMUSG00000082076.1	1	2	2	0	1	1	0	2
ENSMUSG00000082077.1	0	0	0	0	0	0	0	0
ENSMUSG00000082078.1	0	0	0	0	1	0	0	0
ENSMUSG00000082079.1	0	1	0	0	4	10	0	0
ENSMUSG00000082080.3	0	0	0	0	0	0	0	0
ENSMUSG00000082081.1	0	0	0	0	0	0	0	0
ENSMUSG00000082082.1	3	1	3	2	5	5	4	3
ENSMUSG00000082083.1	0	0	0	0	0	0	0	0
ENSMUSG00000082084.1	0	0	0	0	0	0	0	0
ENSMUSG00000082085.1	0	0	0	0	0	0	0	0
ENSMUSG00000082087.4	8	13	8	9	8	6	6	10
ENSMUSG00000082088.1	93	63	107	110	74	62	119	110
ENSMUSG00000082089.1	0	0	0	0	0	0	0	0
ENSMUSG00000082090.1	0	4	0	0	1	0	0	0
ENSMUSG00000082091.1	0	0	0	0	0	0	0	0
ENSMUSG00000082092.1	0	0	0	0	0	0	0	0
ENSMUSG00000082093.2	24	6	8	13	6	6	24	8
ENSMUSG00000082095.1	25	24	26	24	30	24	29	27
ENSMUSG00000082096.1	0	0	0	0	0	0	0	0
ENSMUSG00000082097.1	0	0	0	0	0	0	0	0
ENSMUSG00000082098.1	0	0	0	0	0	0	0	0
ENSMUSG00000082099.1	1	2	1	1	0	0	2	1
ENSMUSG00000082100.1	6	8	4	11	5	7	12	4
ENSMUSG00000082101.3	0	6	0	0	0	0	6	0
ENSMUSG00000082103.1	0	0	1	0	0	0	0	0
ENSMUSG00000082104.1	0	0	0	0	0	0	0	0
ENSMUSG00000082106.3	0	0	0	0	0	0	0	0
ENSMUSG00000082107.1	6	4	7	6	4	0	9	10
ENSMUSG00000082108.3	2	0	0	3	0	0	1	4
ENSMUSG00000082109.1	11	4	2	5	3	5	7	7
ENSMUSG00000082110.1	11	7	6	5	6	1	11	9
ENSMUSG00000082111.1	0	0	0	0	0	0	0	0
